Código,Provincia,Principales problemas de su barrio o comunidad: ¿La falta de energía eléctrica?: Si,Principales problemas de su barrio o comunidad: ¿La falta de energía eléctrica?: No,Principales problemas de su barrio o comunidad: ¿La delincuencia?: Si,Principales problemas de su barrio o comunidad: ¿La delincuencia?: No,Principales problemas de su barrio o comunidad: ¿El desempleo?: Si,Principales problemas de su barrio o comunidad: ¿El desempleo?: No,Principales problemas de su barrio o comunidad: ¿La pobreza?: Si,Principales problemas de su barrio o comunidad: ¿La pobreza?: No,Principales problemas de su barrio o comunidad: ¿El consumo de drogas?: Si,Principales problemas de su barrio o comunidad: ¿El consumo de drogas?: No,Principales problemas de su barrio o comunidad: ¿La venta de drogas?: Si,Principales problemas de su barrio o comunidad: ¿La venta de drogas?: No,Principales problemas de su barrio o comunidad: ¿El costo de la vida?: Si,Principales problemas de su barrio o comunidad: ¿El costo de la vida?: No,Principales problemas de su barrio o comunidad: ¿La corrupción?: Si,Principales problemas de su barrio o comunidad: ¿La corrupción?: No,Principales problemas de su barrio o comunidad: ¿La educación?: Si,Principales problemas de su barrio o comunidad: ¿La educación?: No,Principales problemas de su barrio o comunidad: ¿La salud?: Si,Principales problemas de su barrio o comunidad: ¿La salud?: No,Principales problemas de su barrio o comunidad: ¿La falta de agua?: Si,Principales problemas de su barrio o comunidad: ¿La falta de agua?: No,Principales problemas de su barrio o comunidad: ¿La acumulación de basura?: Si,Principales problemas de su barrio o comunidad: ¿La acumulación de basura?: No,"Principales problemas de su barrio o comunidad: ¿Calles, aceras y contenes en mal estado?: Si","Principales problemas de su barrio o comunidad: ¿Calles, aceras y contenes en mal estado?: No",Principales problemas de su barrio o comunidad: ¿No hay problemas en el barrio o comunidad?: Si,Principales problemas de su barrio o comunidad: ¿No hay problemas en el barrio o comunidad?: No,Principales problemas de su barrio o comunidad: ¿Otro problema?: Si,Principales problemas de su barrio o comunidad: ¿Otro problema?: No,A qué cree que se debe la delincuencia en el país: ¿Al desempleo?: Si,A qué cree que se debe la delincuencia en el país: ¿Al desempleo?: No,A qué cree que se debe la delincuencia en el país: ¿A la pobreza?: Si,A qué cree que se debe la delincuencia en el país: ¿A la pobreza?: No,A qué cree que se debe la delincuencia en el país: ¿A la falta de oportunidades para estudiar?: Si,A qué cree que se debe la delincuencia en el país: ¿A la falta de oportunidades para estudiar?: No,A qué cree que se debe la delincuencia en el país: ¿A la falta de lugares para practicar deportes?: Si,A qué cree que se debe la delincuencia en el país: ¿A la falta de lugares para practicar deportes?: No,"A qué cree que se debe la delincuencia en el país: ¿A la falta de alternativas sanas (clubes, cine, teatro, etc.) para el entretenimiento?: Si","A qué cree que se debe la delincuencia en el país: ¿A la falta de alternativas sanas (clubes, cine, teatro, etc.) para el entretenimiento?: No",A qué cree que se debe la delincuencia en el país: ¿Al consumo de drogas?: Si,A qué cree que se debe la delincuencia en el país: ¿Al consumo de drogas?: No,A qué cree usted que se debe la delincuencia en el país: ¿A la venta de drogas?: Si,A qué cree usted que se debe la delincuencia en el país: ¿A la venta de drogas?: No,A qué cree que se debe la delincuencia en el país: ¿Descomposición del hogar o mala crianza?: Si,A qué cree que se debe la delincuencia en el país: ¿Descomposición del hogar o mala crianza?: No,A qué cree que se debe la delincuencia en el país: ¿Otra causa?: Si,A qué cree que se debe la delincuencia en el país: ¿Otra causa?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Al desempleo?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Al desempleo?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la pobreza?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la pobreza?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la falta de oportunidades para estudiar?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la falta de oportunidades para estudiar?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la falta de lugares para practicar deportes?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la falta de lugares para practicar deportes?: No,"A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la falta de alternativas sanas (clubes, cine, teatro, etc.) para el entretenimiento?: Si","A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la falta de alternativas sanas (clubes, cine, teatro, etc.) para el entretenimiento?: No",A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Al consumo de drogas?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Al consumo de drogas?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la venta de drogas?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la venta de drogas?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Falta de educación?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Falta de educación?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Falta de autoridad?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Falta de autoridad?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Educación familiar/falta de valores?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Educación familiar/falta de valores?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿No hay delincuencia en su barrio o comunidad?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿No hay delincuencia en su barrio o comunidad?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Otra causa?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Otra causa?: No,"Desde noviembre del año pasado hasta la fecha, ¿Alguna de las personas de este hogar tuvo un accidente de tránsito mientra conducía un vehículo, motor o bicicleta?: Si","Desde noviembre del año pasado hasta la fecha, ¿Alguna de las personas de este hogar tuvo un accidente de tránsito mientra conducía un vehículo, motor o bicicleta?: No","Desde noviembre del año pasado hasta la fecha ¿Alguna de las personas de este hogar tuvo un accidente de tránsito mientras iba en un vehículo de motor o bicicleta, conducido por otra persona?: Si","Desde noviembre del año pasado hasta la fecha ¿Alguna de las personas de este hogar tuvo un accidente de tránsito mientras iba en un vehículo de motor o bicicleta, conducido por otra persona?: No","Desde noviembre del año pasado hasta la fecha ¿Alguna de las personas de este hogar tuvo un accidente de tránsito mientras iba en un vehículo de motor o bicicleta, conducido por otra persona?: Sin información","Desde noviembre del año pasado a la fecha ¿Alguna de las personas de este hogar fue atropellada por un vehículo, motor o bicicleta mientras caminaba o estaba parada en un lugar?: Si","Desde noviembre del año pasado a la fecha ¿Alguna de las personas de este hogar fue atropellada por un vehículo, motor o bicicleta mientras caminaba o estaba parada en un lugar?: No","Desde noviembre del año pasado a la fecha ¿Alguna de las personas de este hogar fue atropellada por un vehículo, motor o bicicleta mientras caminaba o estaba parada en un lugar?: Sin información",Cuántas personas de este hogar han tenido algún accidente de tránsito desde noviembre del año pasado hasta la fecha?: 0,Cuántas personas de este hogar han tenido algún accidente de tránsito desde noviembre del año pasado hasta la fecha?: 1,Cuántas personas de este hogar han tenido algún accidente de tránsito desde noviembre del año pasado hasta la fecha?: 2,Cuántas personas de este hogar han tenido algún accidente de tránsito desde noviembre del año pasado hasta la fecha?: 3,Cuántas personas de este hogar han tenido algún accidente de tránsito desde noviembre del año pasado hasta la fecha?: 4,Sexo del jefe(a) del hogar: Hombre,Sexo del jefe(a) del hogar: Mujer,Sexo del jefe(a) del hogar: Sin información,Tipo de hogar: Unipersonal,Tipo de hogar: Nuclear,Tipo de hogar: Extendido,Tipo de hogar: Compuesto,Grupo Socio-Económico: Muy bajo,Grupo Socio-Económico: Bajo,Grupo Socio-Económico: Medio bajo,Grupo Socio-Económico: Medio,Grupo Socio-Económico: Medio alto-Alto,ENLACE,muestra
531,San José de ocoa,40,202,92,151,160,82,119,123,26,216,23,219,96,147,32,210,36,206,45,197,57,185,7,235,33,210,1,242,36,206,182,60,134,109,50,193,16,227,12,231,34,208,46,196,5,237,17,226,168,74,113,130,55,187,25,218,19,223,28,214,26,217,3,239,2,241,2,240,12,230,4,238,9,233,5,238,0,1,241,0,228,13,2,0,0,98,123,0,53,124,54,12,26,53,106,49,8,531,242
603,Baoruco,116,227,108,235,158,185,95,248,20,324,13,330,55,288,25,318,25,318,35,309,130,213,40,303,73,270,1,343,45,298,272,72,159,184,50,293,5,338,5,338,73,270,63,280,11,332,35,308,248,95,152,191,46,297,12,332,4,340,44,300,31,312,2,341,4,340,5,338,30,313,17,326,15,328,7,336,0,2,341,0,321,20,1,1,0,141,165,0,58,139,117,29,67,82,139,43,11,603,343
604,Barahona,366,322,245,442,458,230,127,561,68,620,68,620,148,539,30,657,34,653,81,606,225,462,66,622,99,588,2,686,109,578,576,111,157,530,89,598,12,675,12,675,142,545,110,578,44,643,79,609,564,124,179,508,77,610,15,672,16,672,78,610,49,638,21,667,11,677,29,658,31,657,36,652,29,659,11,676,0,3,684,0,648,37,3,0,0,278,366,0,119,315,214,39,105,208,241,98,35,604,688
610,Independencia,50,151,57,144,88,113,43,158,14,187,13,188,16,185,5,196,5,196,9,192,68,133,18,183,64,137,1,200,26,175,147,54,116,85,18,183,1,200,3,198,30,171,25,176,4,197,10,190,136,65,99,102,14,187,1,200,1,200,21,180,11,190,1,200,3,198,2,199,19,182,9,192,8,193,2,199,0,3,198,0,190,11,0,0,0,95,88,0,47,89,50,14,39,47,77,33,4,610,201
616,Pedernales,6,104,20,91,89,22,29,81,5,105,3,107,18,92,2,108,3,107,7,103,31,79,15,95,11,100,0,110,24,86,84,26,30,80,12,98,0,110,0,110,17,93,8,102,6,104,13,97,82,28,25,85,5,105,0,110,1,109,9,101,6,105,2,108,2,108,2,108,10,100,8,102,6,105,1,109,0,1,109,0,103,7,0,0,0,47,57,0,20,54,28,8,20,32,40,15,3,616,110
707,Elías Piña,34,164,36,163,112,86,41,158,17,182,16,183,32,167,7,191,19,180,49,150,52,147,11,188,45,154,5,194,25,174,155,44,45,154,19,179,3,196,6,193,57,142,51,148,9,190,27,172,147,52,48,151,17,182,6,193,16,183,24,174,15,184,1,198,4,195,7,192,17,182,8,191,7,191,5,193,0,1,198,0,186,12,1,0,0,83,91,0,32,97,56,15,69,58,56,13,2,707,198
722,San Juan,199,619,228,589,323,495,205,613,40,777,29,789,63,754,20,797,36,781,46,771,155,663,46,771,173,645,11,806,182,636,594,223,364,454,84,733,5,812,8,810,102,716,73,745,44,773,97,721,514,303,336,481,63,754,14,804,14,803,68,750,49,769,13,805,9,808,22,796,64,754,59,758,41,777,15,802,0,5,813,0,759,58,1,0,0,335,439,0,135,395,245,43,97,212,359,120,29,722,818
808,El Seibo,24,301,108,217,124,201,70,255,23,302,17,307,31,294,16,308,18,307,15,310,53,272,19,306,61,264,14,311,54,271,248,77,145,179,32,293,3,321,5,320,45,280,29,296,15,310,45,280,202,123,145,180,29,296,13,312,7,318,53,271,22,303,4,321,5,320,7,317,16,309,20,305,18,307,5,320,0,6,319,0,298,23,3,0,0,105,195,0,74,154,82,15,39,63,136,69,17,808,325
811,La Altagracia,238,1019,675,582,380,878,133,1125,132,1125,132,1125,150,1107,155,1103,60,1197,57,1201,441,816,188,1070,160,1098,23,1235,96,1161,938,320,483,775,211,1047,23,1234,26,1232,218,1040,164,1093,72,1185,167,1090,793,464,446,812,156,1101,68,1189,51,1207,272,985,153,1105,20,1238,22,1235,42,1216,41,1217,63,1194,75,1183,17,1240,0,16,1242,0,1156,92,10,0,0,541,700,0,308,602,257,90,78,194,458,375,153,811,1257
812,La Romana,195,838,733,301,342,691,115,919,133,901,98,936,83,951,122,912,52,982,27,1007,151,883,45,989,80,954,10,1024,86,947,781,253,365,668,122,912,11,1023,16,1017,166,867,117,916,35,999,95,938,737,297,344,690,95,939,19,1014,28,1005,191,842,136,898,11,1023,17,1017,21,1013,6,1028,50,984,71,963,28,1006,0,12,1021,0,931,91,9,4,0,385,620,0,202,534,250,48,50,168,357,371,88,812,1033
923,San Pedro de Macorís,575,680,519,737,469,786,180,1075,93,1162,84,1172,190,1065,108,1148,49,1206,74,1181,501,755,191,1064,302,953,17,1239,79,1177,1019,236,502,753,118,1137,22,1234,30,1226,200,1055,117,1139,54,1201,90,1165,917,338,357,898,114,1141,37,1218,47,1208,243,1012,162,1094,23,1232,7,1248,35,1221,23,1233,39,1216,53,1202,23,1233,0,6,1249,0,1176,72,6,1,0,512,708,0,287,638,270,61,86,173,443,445,108,923,1255
929,Monte Plata,209,437,176,470,236,409,104,542,53,593,45,600,112,534,44,602,32,613,45,600,193,453,69,576,214,431,16,630,97,548,466,179,174,471,99,546,37,609,25,620,96,549,93,552,60,585,132,513,405,240,166,479,80,566,48,598,39,607,74,572,71,574,33,613,21,625,23,622,74,571,72,573,38,608,14,631,0,8,638,0,586,54,4,1,0,219,371,0,128,321,136,60,61,163,282,120,20,929,646
930,Hato Mayor,17,343,108,252,177,183,79,281,23,337,20,340,41,319,36,324,13,347,22,338,135,225,39,321,78,282,5,355,56,304,291,68,167,193,44,316,4,355,2,358,43,317,32,328,20,339,30,330,258,102,154,206,44,316,12,348,5,354,41,319,31,329,1,358,6,354,11,349,15,345,11,349,19,341,5,355,1,2,357,1,335,22,3,0,0,124,217,0,83,181,76,20,27,85,174,63,12,930,360
1001,Distrito Nacional,848,3298,2354,1792,1073,3072,381,3765,357,3788,286,3859,475,3670,296,3849,187,3958,92,4053,912,3233,386,3759,212,3933,265,3881,845,3300,3129,1016,987,3158,931,3214,163,3982,173,3973,297,3848,180,3965,236,3910,855,3290,2656,1489,946,3199,708,3437,208,3937,165,3981,392,3753,247,3899,338,3808,121,4024,131,4014,292,3854,423,3723,204,3941,76,4070,0,82,4064,0,3812,290,34,9,0,1532,2485,0,673,2122,1042,309,102,360,1078,1560,1046,1001,4146
1032,Santo Domingo,3172,5975,4916,4230,2262,6884,907,8239,702,8445,547,8599,847,8300,598,8549,459,8688,228,8918,2601,6545,1195,7951,1589,7558,262,8885,1629,7518,7106,2040,2661,6486,2145,7001,442,8705,331,8816,849,8298,607,8540,741,8406,1859,7288,6504,2642,2453,6694,2341,6805,663,8483,388,8759,1067,8080,497,8649,675,8472,271,8876,346,8801,191,8956,895,8252,464,8683,204,8943,0,128,9018,0,8390,691,53,8,4,3284,5525,1,1196,5062,2314,575,170,1079,2923,3655,1320,1032,9147
